"지점명","평균기온","일강수량"
양평,7.9,
양평,7.9,
양평,8,
양평,8.1,
양평,8.2,0.2
양평,8.7,20.6
양평,8.8,
양평,8.9,
양평,8.9,
양평,9,
양평,9,1.6
양평,9.1,
양평,9.2,
양평,9.2,
양평,9.2,
양평,9.2,0
양평,9.3,
양평,9.4,
양평,9.4,
양평,9.5,1.5
양평,9.6,
양평,9.7,
양평,9.7,
양평,9.7,
양평,9.7,4.6
양평,9.9,0.2
여수,-0.7,
여수,-0.7,
여수,-0.8,
여수,-0.9,
여수,-1.3,0
여수,-1.9,
여수,-2.3,0
여수,-2.5,0.1
여수,-3,
여수,-3.6,0.2
여수,-4.6,
여수,-4.9,
여수,-6.5,0.1
여수,-7.4,
여수,0.2,
여수,0.3,
여수,0.6,
여수,0.8,0
여수,1.3,
여수,1.3,0
여수,1.4,
여수,1.5,0
여수,1.5,0.2
여수,1.6,
여수,1.6,0
여수,1.7,
여수,1.9,
여수,10,
여수,10.1,
여수,10.1,11.9
여수,10.2,
여수,10.2,0.4
여수,10.3,
여수,10.3,
여수,10.4,
여수,10.4,
여수,10.4,
여수,10.4,16.5
여수,10.7,
여수,10.7,
여수,10.7,1.6
여수,10.9,
여수,10.9,
여수,11,
여수,11,
여수,11.1,
여수,11.2,
여수,11.2,4
여수,11.3,0.5
여수,11.6,
여수,11.6,
여수,11.6,
여수,11.7,
여수,11.8,
여수,11.8,17.8
여수,11.9,
여수,11.9,
여수,11.9,0
여수,11.9,6
여수,12,
여수,12.1,23.8
여수,12.3,
여수,12.3,
여수,12.3,
여수,12.4,
여수,12.5,
여수,12.6,
여수,12.8,
여수,12.8,
여수,12.8,26.1
여수,13,
여수,13.1,
여수,13.2,
여수,13.3,
여수,13.3,1.1
여수,13.4,
여수,13.5,
여수,13.5,26.8
여수,13.6,
여수,13.7,
여수,13.8,
여수,13.8,
여수,13.9,
여수,13.9,
여수,13.9,
여수,14,
여수,14,
여수,14,29.8
여수,14.1,0
여수,14.2,
여수,14.3,
여수,14.4,0
여수,14.5,
여수,14.5,
여수,14.6,
여수,14.6,
여수,14.7,
여수,14.7,0.6
여수,15,
여수,15,
여수,15,4.8
여수,15,6.7
여수,15.3,50
여수,15.4,
여수,15.5,
여수,15.5,
여수,15.6,
여수,15.6,
여수,15.6,
여수,15.6,
여수,15.8,
여수,15.8,
여수,15.9,
여수,16,
여수,16.1,
여수,16.3,
여수,16.3,
여수,16.3,11.4
여수,16.4,
여수,16.4,
여수,16.5,
여수,16.6,
여수,16.7,
여수,16.7,23.4
여수,16.8,
여수,16.8,31.3
여수,17,
여수,17,0
여수,17.3,
여수,17.3,
여수,17.3,1.2
여수,17.4,
여수,17.5,
여수,17.5,0
여수,17.6,
여수,17.6,4.7
여수,17.7,
여수,18.1,
여수,18.1,
여수,18.2,
여수,18.4,0.2
여수,18.6,
여수,18.7,0.2
여수,18.8,
여수,19,
여수,19,0
여수,19.1,
여수,19.5,
여수,19.6,22.2
여수,19.7,
여수,19.7,
여수,19.8,27
여수,19.8,33.6
여수,19.9,
여수,2,
여수,2.1,
여수,2.1,
여수,2.7,0
여수,2.9,0.1
여수,20.1,
여수,20.2,
여수,20.2,26
여수,20.3,0
여수,20.5,
여수,20.6,
여수,20.7,1
여수,20.9,0.5
여수,21,30.4
여수,21.1,0
여수,21.2,0.8
여수,21.3,
여수,21.4,
여수,21.4,1.9
여수,21.4,55
여수,21.5,0
여수,21.5,0.5
여수,21.6,
여수,21.6,
여수,21.6,1.5
여수,21.8,
여수,21.8,
여수,21.8,21.7
여수,22,17.8
여수,22.1,
여수,22.1,85.5
여수,22.2,
여수,22.2,0.7
여수,22.2,1.7
여수,22.3,
여수,22.3,0
여수,22.4,
여수,22.4,
여수,22.4,0
여수,22.5,
여수,22.5,0.6
여수,22.6,
여수,22.6,
여수,22.6,3.9
여수,22.7,5.3
여수,22.9,0
여수,23,
여수,23,
여수,23,
여수,23,8.3
여수,23.1,
여수,23.1,0
여수,23.2,
여수,23.2,0.3
여수,23.3,
여수,23.3,
여수,23.3,0
여수,23.3,3
여수,23.4,
여수,23.4,
여수,23.5,
여수,23.5,70.8
여수,23.6,
여수,23.6,
여수,23.6,
여수,23.6,0
여수,23.7,
여수,23.7,
여수,23.7,234.4
여수,23.7,49.9
여수,23.8,
여수,23.8,10.4
여수,23.9,18
여수,24,0
여수,24,2.1
여수,24.1,
여수,24.1,
여수,24.1,12.5
여수,24.2,
여수,24.2,0.2
여수,24.2,5.1
여수,24.3,2.6
여수,24.4,
여수,24.4,
여수,24.4,107.6
여수,24.6,
여수,24.6,
여수,24.9,28.9
여수,25,
여수,25,0.6
여수,25,15.6
여수,25,51.1
여수,25.1,114.1
여수,25.2,
여수,25.3,
여수,25.3,
여수,25.5,0.2
여수,25.6,
여수,25.6,
여수,25.7,1
여수,25.8,
여수,25.8,
여수,25.8,0
여수,25.8,0.1
여수,26,
여수,26,0.1
여수,26.2,
여수,26.3,
여수,26.3,29.5
여수,26.5,0
여수,26.5,7.4
여수,26.7,
여수,26.7,1.3
여수,26.8,0
여수,26.8,0
여수,26.9,0
여수,27,
여수,27,0.6
여수,27.1,
여수,27.2,
여수,27.3,0
여수,27.4,
여수,27.4,
여수,27.6,
여수,27.6,
여수,27.6,0
여수,27.6,0.6
여수,27.7,
여수,27.7,0
여수,27.8,
여수,27.8,
여수,27.9,
여수,27.9,
여수,28,59.2
여수,28.1,
여수,28.1,
여수,28.3,
여수,28.4,0
여수,28.5,11.2
여수,28.6,0.4
여수,29.1,
여수,29.2,
여수,29.7,
여수,29.8,0
여수,3.1,
여수,3.4,
여수,3.7,
여수,3.7,0
여수,30.1,
여수,4.2,0.1
여수,4.2,0.1
여수,4.3,
여수,4.5,
여수,4.6,
여수,4.8,
여수,5,
여수,5.5,0
여수,6,
여수,6,
여수,6,
여수,6.1,
여수,6.2,
여수,6.4,
여수,6.5,
여수,6.7,
여수,6.8,
여수,6.8,
여수,6.9,
여수,7.1,
여수,7.1,2
여수,7.1,9.2
여수,7.3,14.1
여수,7.4,10.1
여수,7.5,
여수,7.5,
여수,7.5,
여수,7.7,0
여수,7.8,
여수,7.8,
여수,8,
여수,8,
여수,8,
여수,8,2.6
여수,8.1,
여수,8.1,
여수,8.2,
여수,8.3,0
여수,8.3,0.1
여수,8.7,
여수,8.7,0
여수,8.8,
여수,8.9,
여수,8.9,
여수,8.9,5.3
여수,9,
여수,9,2.4
여수,9.2,
여수,9.2,1.9
여수,9.3,
여수,9.3,
여수,9.3,0
여수,9.4,17.8
여수,9.5,0
여수,9.7,
여수,9.7,0.1
여수,9.8,
여수,9.8,0.3
여수,9.8,18.9
여수,9.9,
여수,9.9,
여수,9.9,
영광군,,0
영광군,,1.4
영광군,-0.1,0.9
영광군,-0.1,1.6
영광군,-0.2,
영광군,-0.2,
영광군,-0.2,0
영광군,-0.5,
영광군,-0.9,0.4
영광군,-1.1,0
영광군,-1.1,0.3
영광군,-1.2,0.7
영광군,-1.6,0.3
영광군,-1.7,0.5
영광군,-1.9,
영광군,-10.3,0.1
영광군,-12.4,0.3
영광군,-2.3,
영광군,-2.7,0.4
영광군,-2.8,0.6
영광군,-3.1,0.5
영광군,-3.2,
영광군,-3.9,1.1
영광군,-4.1,0
영광군,-4.1,1.8
영광군,-4.1,2.2
영광군,-4.4,0.9
영광군,-4.6,0
영광군,-7,0
영광군,-7.4,1.8
영광군,-9.2,4.5
영광군,0,1.5
영광군,0.3,0
영광군,0.4,2.4
영광군,0.9,3.2
영광군,1,
영광군,1.2,
영광군,1.5,
영광군,1.7,
영광군,1.8,
영광군,1.8,1
영광군,10,
영광군,10,
영광군,10,0.7
영광군,10.1,
영광군,10.1,
영광군,10.1,0.1
영광군,10.1,38.4
영광군,10.3,
영광군,10.3,0.4
영광군,10.3,3.4
영광군,10.3,7.8
영광군,10.4,
영광군,10.4,
영광군,10.5,
영광군,10.5,
영광군,10.6,
영광군,10.6,
영광군,10.6,
영광군,10.6,
영광군,10.8,
영광군,10.8,
영광군,10.9,
영광군,10.9,31.4
영광군,11,
영광군,11.1,
영광군,11.1,0.1
영광군,11.2,
영광군,11.3,
영광군,11.4,
영광군,11.4,6
영광군,11.5,
영광군,11.7,
영광군,11.8,0.3
영광군,11.9,
영광군,12,
영광군,12.3,
영광군,12.4,0.6
영광군,12.8,
영광군,12.8,0.5
영광군,12.9,
영광군,13,2
영광군,13.1,
영광군,13.3,
영광군,13.4,26.2
영광군,13.4,4.3
영광군,13.7,
영광군,13.8,
영광군,13.8,29.2
영광군,13.9,
영광군,14,
영광군,14.2,6.9
영광군,14.7,
영광군,14.8,
영광군,14.8,1.6
영광군,15,
영광군,15,
영광군,15,
영광군,15.2,
영광군,15.3,
영광군,15.4,0
영광군,15.6,
영광군,15.6,
영광군,15.7,0.1
영광군,15.7,3.7
영광군,15.7,6
영광군,15.9,
영광군,16,0
영광군,16,0.7
영광군,16.1,6.8
영광군,16.3,0
영광군,16.6,
영광군,16.9,
영광군,17.1,0.6
영광군,17.1,20.4
영광군,17.2,0
영광군,17.2,7.4
영광군,17.5,
영광군,18,
영광군,18.2,0
영광군,18.2,0.1
영광군,18.4,10.9
영광군,18.6,
영광군,18.6,0.4
영광군,18.8,
영광군,19,0.3
영광군,19.2,
영광군,19.2,0.1
영광군,19.5,17.2
영광군,19.7,
영광군,19.8,
영광군,19.8,25.8
영광군,19.9,
영광군,2.1,
영광군,2.1,
영광군,2.4,
영광군,2.5,17
영광군,2.7,
영광군,20,
영광군,20.2,2.9
영광군,20.4,
영광군,20.4,0
영광군,20.4,18.3
영광군,20.6,
영광군,20.7,
영광군,20.7,6.2
영광군,20.9,
영광군,21.1,0
영광군,21.1,4.6
영광군,21.2,
영광군,21.2,
영광군,21.3,0
영광군,21.3,0.6
영광군,21.3,3.5
영광군,21.5,
영광군,21.5,
영광군,21.5,
영광군,21.6,0.1
영광군,21.6,22.1
영광군,21.7,1.2
영광군,21.7,28.1
영광군,21.8,
영광군,21.8,1.2
영광군,21.9,49.2
영광군,21.9,5.6
영광군,22,
영광군,22,
영광군,22,0
영광군,22,0
영광군,22,0.2
영광군,22,17.6
영광군,22.1,0.1
영광군,22.1,42.5
영광군,22.2,
영광군,22.2,
영광군,22.3,
영광군,22.3,0.8
영광군,22.3,1.3
영광군,22.4,0
영광군,22.4,0.3
영광군,22.5,0.4
영광군,22.6,
영광군,22.6,2.1
영광군,22.6,71
영광군,22.7,0
영광군,22.8,
영광군,22.8,
영광군,22.9,
영광군,22.9,34.1
영광군,23,
영광군,23,
영광군,23,
영광군,23,11.6
영광군,23.1,
영광군,23.1,6.3
영광군,23.3,
영광군,23.3,0
영광군,23.3,60.3
영광군,23.4,
영광군,23.4,
영광군,23.4,
영광군,23.4,0
영광군,23.4,100.4
영광군,23.5,
영광군,23.5,
영광군,23.6,
영광군,23.7,
영광군,23.7,
영광군,23.7,7.1
영광군,23.8,12.8
영광군,23.9,
영광군,24,
영광군,24,
영광군,24,0.1
영광군,24,31.8
영광군,24.1,
영광군,24.1,0.4
영광군,24.2,0
영광군,24.3,7.8
영광군,24.5,1.4
영광군,24.5,2.2
영광군,24.5,22.2
영광군,24.7,
영광군,24.9,
영광군,24.9,4.1
영광군,24.9,41.1
영광군,25.1,
영광군,25.2,
영광군,25.2,5.9
영광군,25.2,8.3
영광군,25.3,0
영광군,25.4,
영광군,25.5,
영광군,25.5,0.2
영광군,25.5,26.5
영광군,25.6,17.1
영광군,25.7,
영광군,25.7,47.2
영광군,25.8,
영광군,25.8,5.3
영광군,25.9,0.1
영광군,26,
영광군,26.1,0.2
영광군,26.3,
영광군,26.5,
영광군,26.5,0
영광군,26.6,
영광군,26.6,
영광군,26.8,
영광군,26.8,1.4
영광군,26.8,10.7
영광군,27,4.7
영광군,27,7.6
영광군,27.3,0.1
영광군,27.5,0.8
영광군,27.7,
영광군,27.7,
영광군,27.8,
영광군,27.9,
영광군,28,
영광군,28,
영광군,28,
영광군,28.1,
영광군,28.2,
영광군,28.2,
영광군,28.2,
영광군,28.4,
영광군,28.4,
영광군,28.5,
영광군,28.5,
영광군,28.5,0.1
영광군,28.7,
영광군,3,
영광군,3,0.7
영광군,3,0.7
영광군,3.1,
영광군,3.3,
영광군,3.3,
영광군,3.7,
영광군,3.8,
영광군,3.8,0
영광군,4,
영광군,4,
영광군,4.1,0.1
영광군,4.2,
영광군,4.2,0
영광군,4.4,0
영광군,4.5,
영광군,4.6,
영광군,4.9,
영광군,4.9,12
영광군,5.2,
영광군,5.3,
영광군,5.3,
영광군,5.3,
영광군,5.4,
영광군,5.4,
영광군,5.4,1.4
영광군,5.5,
영광군,5.6,2.5
영광군,5.6,5.2
영광군,5.7,
영광군,5.8,
영광군,5.8,0
영광군,5.9,
영광군,6,
영광군,6.2,
영광군,6.2,
영광군,6.6,
영광군,6.6,
영광군,6.6,0.1
영광군,6.8,
영광군,6.9,
영광군,7,3.4
영광군,7.1,
영광군,7.2,
영광군,7.3,
영광군,7.3,
영광군,7.3,0.2
영광군,7.3,8.1
영광군,7.4,0.2
영광군,7.4,1.9
영광군,7.5,
영광군,7.5,
영광군,7.6,
영광군,7.6,0.1
영광군,7.6,0.4
영광군,7.6,0.5
영광군,7.6,4.8
영광군,7.6,7.5
영광군,7.8,
영광군,7.8,0
영광군,7.9,
영광군,7.9,10.4
영광군,7.9,9.3
영광군,8,
영광군,8.1,
영광군,8.2,
영광군,8.2,1.9
영광군,8.3,
영광군,8.3,3.8
영광군,8.4,3.6
영광군,8.5,
영광군,8.6,
영광군,8.6,
영광군,8.6,10.5
영광군,8.6,2
영광군,8.6,2.5
영광군,8.7,
영광군,8.8,0
영광군,8.9,
영광군,9.1,21.3
영광군,9.2,20.2
영광군,9.3,
영광군,9.3,
영광군,9.4,
영광군,9.4,
영광군,9.5,
영광군,9.5,1.6
영광군,9.6,0.1
영광군,9.7,
영광군,9.7,
영광군,9.8,
영광군,9.8,
영광군,9.8,0
영덕,-0.5,
영덕,-0.6,
영덕,-0.7,
영덕,-1.2,0.8
영덕,-1.5,
영덕,-1.7,
영덕,-1.7,
영덕,-10.1,
영덕,-2.1,
영덕,-2.3,
영덕,-2.5,
영덕,-2.6,
영덕,-2.7,
영덕,-2.9,
영덕,-3.3,
영덕,-3.6,
영덕,-3.6,
영덕,-3.7,
영덕,-4.6,
영덕,-4.6,
영덕,-4.7,
영덕,-4.9,
영덕,-5.4,
영덕,-7.7,
영덕,-8.4,
영덕,-9.2,0.2
영덕,0.1,
영덕,0.3,
영덕,0.3,
영덕,0.5,
영덕,0.9,0
영덕,1,
영덕,1.3,3.3
영덕,1.4,
영덕,1.4,
영덕,1.8,
영덕,10,
영덕,10.1,
영덕,10.1,
영덕,10.1,
영덕,10.2,
영덕,10.3,
영덕,10.5,
영덕,10.5,
영덕,10.6,
영덕,10.6,
영덕,10.7,
영덕,10.7,
영덕,10.7,0
영덕,10.8,
영덕,10.8,35.4
영덕,10.9,
영덕,11.1,
영덕,11.2,
영덕,11.2,
영덕,11.3,
영덕,11.3,
영덕,11.5,
영덕,11.5,2
영덕,11.6,
영덕,11.6,
영덕,11.6,27.6
영덕,11.8,
영덕,11.8,
영덕,11.8,15.2
영덕,11.9,
영덕,11.9,
영덕,12,
영덕,12,20.4
영덕,12,6.5
영덕,12.1,
영덕,12.4,1
영덕,12.4,6.9
영덕,12.5,
영덕,12.5,0
영덕,12.6,
영덕,12.6,
영덕,12.6,
영덕,12.6,0.2
영덕,12.6,2.3
영덕,13,
영덕,13,6.8
영덕,13.1,
영덕,13.1,
영덕,13.1,
영덕,13.3,
영덕,13.3,0.7
영덕,13.4,
영덕,13.5,
영덕,13.5,
영덕,13.5,
영덕,13.5,
영덕,13.6,
영덕,13.6,18.4
영덕,13.7,
영덕,13.7,
영덕,13.8,
영덕,13.9,
영덕,14.3,
영덕,14.3,5.3
영덕,14.4,0
영덕,14.5,6.4
영덕,14.5,8.8
영덕,14.7,
영덕,14.8,
영덕,14.8,
영덕,14.9,
영덕,14.9,11.8
영덕,14.9,50.3
영덕,15,
영덕,15.1,
영덕,15.3,0.3
영덕,15.4,
영덕,15.5,
영덕,15.6,0.8
영덕,15.7,
영덕,16,0.9
영덕,16.1,33.2
영덕,16.3,
영덕,16.3,0
영덕,16.4,
영덕,16.6,
영덕,16.6,
영덕,16.7,1.1
영덕,16.8,0
영덕,17,
영덕,17.1,
영덕,17.1,
영덕,17.3,
영덕,17.4,11.6
영덕,17.5,0.4
영덕,17.5,8.6
영덕,17.6,0.5
영덕,17.7,
영덕,17.8,
영덕,17.9,14.3
영덕,18,0.2
영덕,18,0.4
영덕,18,20.8
영덕,18.2,34.7
영덕,18.2,4.2
영덕,18.3,
영덕,18.3,
영덕,18.4,
영덕,18.5,
영덕,18.7,22.8
영덕,19,
영덕,19.3,
영덕,19.3,
영덕,19.3,1.1
영덕,19.3,7.7
영덕,19.5,
영덕,19.5,9.9
영덕,19.6,
영덕,19.6,0
영덕,19.6,0.8
영덕,19.7,15.1
영덕,19.7,3.1
영덕,19.7,45.2
영덕,19.8,
영덕,19.9,
영덕,2,
영덕,2,
영덕,2,
영덕,2.2,
영덕,2.3,
영덕,20,
영덕,20,
영덕,20.1,0
영덕,20.1,0.2
영덕,20.2,
영덕,20.2,
영덕,20.2,
영덕,20.3,
영덕,20.3,0
영덕,20.3,46.5
영덕,20.4,
영덕,20.4,0
영덕,20.5,
영덕,20.5,
영덕,20.6,7.4
영덕,20.7,0
영덕,20.8,0.2
영덕,20.8,6
영덕,20.9,
영덕,20.9,
영덕,20.9,
영덕,20.9,1.5
영덕,21,
영덕,21,0
영덕,21,0
영덕,21,5.6
영덕,21.1,0
영덕,21.2,
영덕,21.2,0.2
영덕,21.2,0.7
영덕,21.2,5.2
영덕,21.3,14.4
영덕,21.3,2.4
영덕,21.3,31.4
영덕,21.4,
영덕,21.4,11.5
영덕,21.4,14.1
영덕,21.4,22.4
영덕,21.4,33.4
영덕,21.5,
영덕,21.5,
영덕,21.6,
영덕,21.6,
영덕,21.6,
영덕,21.6,
영덕,21.6,0.1
영덕,21.6,0.2
영덕,21.7,
영덕,21.7,
영덕,21.7,21.9
영덕,21.7,3.8
영덕,21.8,3.2
영덕,22.1,102.8
영덕,22.2,17.2
영덕,22.3,0
영덕,22.3,0.2
영덕,22.4,
영덕,22.4,26.1
영덕,22.5,38.7
영덕,22.6,
영덕,22.6,
영덕,22.6,0
영덕,22.7,
영덕,22.7,0
영덕,22.8,
영덕,22.8,
영덕,23.1,
영덕,23.1,14.4
영덕,23.1,19.4
영덕,23.1,4.1
영덕,23.1,86
영덕,23.2,0.4
영덕,23.2,8.9
영덕,23.5,13.4
영덕,23.6,0.6
영덕,23.8,
영덕,23.9,3.1
영덕,24,0.1
영덕,24,16
영덕,24.1,
영덕,24.4,
영덕,24.4,
영덕,24.4,
영덕,24.7,0
영덕,24.8,1.6
영덕,25,
영덕,25,1.7
영덕,25.2,
영덕,25.2,
영덕,25.2,
영덕,25.3,
영덕,25.3,
영덕,25.4,0.1
영덕,25.5,
영덕,25.5,
영덕,25.6,0
영덕,25.8,
영덕,25.9,
영덕,25.9,
영덕,26,
영덕,26,
영덕,26.2,
영덕,26.3,
영덕,26.6,
영덕,26.6,15.1
영덕,26.8,
영덕,27.1,110
영덕,27.2,
영덕,27.3,
영덕,27.7,
영덕,28,
영덕,28.2,
영덕,3.2,
영덕,3.2,
영덕,3.4,
영덕,3.5,
영덕,3.6,0.2
영덕,3.9,
영덕,4.2,
영덕,4.3,
영덕,4.4,
영덕,4.5,
영덕,4.5,
영덕,4.7,0
영덕,4.7,2
영덕,4.8,
영덕,4.9,
영덕,5,
영덕,5.1,
영덕,5.1,
영덕,5.2,
영덕,5.2,0.8
영덕,5.3,0
영덕,5.4,
영덕,5.4,
영덕,5.6,
영덕,5.9,
영덕,6.2,
영덕,6.2,
영덕,6.2,
영덕,6.2,35.8
영덕,6.4,1.9
영덕,6.6,
영덕,6.6,0
영덕,6.6,6.6
영덕,6.7,
영덕,6.8,
영덕,6.9,
영덕,7,
영덕,7,4.8
영덕,7.1,
영덕,7.2,0.2
영덕,7.3,
영덕,7.3,
영덕,7.3,
영덕,7.3,0.3
영덕,7.4,
영덕,7.5,
영덕,7.5,
영덕,7.7,
영덕,7.7,
영덕,7.7,
영덕,7.7,
영덕,7.7,13.6
영덕,7.8,0
영덕,8,0
영덕,8.1,
영덕,8.1,0
영덕,8.2,
영덕,8.2,
영덕,8.2,13.5
영덕,8.2,15.6
영덕,8.4,
영덕,8.5,
영덕,8.5,
영덕,8.5,5.7
영덕,8.6,
영덕,8.6,
영덕,8.6,0
영덕,8.8,
영덕,8.8,
영덕,8.9,
영덕,8.9,
영덕,9,
영덕,9,3.8
영덕,9.1,
영덕,9.1,
영덕,9.1,
영덕,9.1,
영덕,9.3,
영덕,9.4,
영덕,9.4,
영덕,9.4,0.1
영덕,9.5,
영덕,9.5,
영덕,9.6,
영덕,9.6,1.9
영덕,9.8,
영덕,9.9,
영월,-0.1,0.2
영월,-0.3,
영월,-0.4,0.7
영월,-0.6,
영월,-0.7,
영월,-0.8,
영월,-0.8,0.2
영월,-1.4,
영월,-1.5,0
영월,-1.6,
영월,-10.6,
영월,-11.9,
영월,-12.3,0.7
영월,-13.4,
영월,-2,1.2
영월,-2.5,
영월,-2.5,1.7
영월,-2.8,
영월,-2.8,
영월,-2.8,
영월,-3.1,
영월,-3.4,
영월,-3.4,0
영월,-3.7,0.8
영월,-4.1,0.4
영월,-4.2,
영월,-4.2,4.4
영월,-4.9,
영월,-4.9,
영월,-5,0.9
영월,-5.3,
영월,-5.4,0.2
영월,-5.5,
영월,-5.6,
영월,-5.8,0.6
영월,-6.8,
영월,-7.4,
영월,-7.6,
영월,-7.6,
영월,-7.8,0
영월,-8.1,0.4
영월,-8.4,
영월,-9,
영월,-9.1,
영월,0,
영월,0.1,
영월,0.4,0.2
영월,0.7,
영월,0.7,
영월,0.7,2.2
영월,0.9,
영월,1,0.1
영월,1.1,1.7
영월,1.2,
영월,1.4,
영월,1.6,
영월,1.8,
영월,10,
영월,10,
영월,10.2,
영월,10.2,
영월,10.3,
영월,10.3,
영월,10.4,0
영월,10.5,
영월,10.5,
영월,10.6,
영월,10.6,6
영월,10.7,
영월,10.7,16.4
영월,10.8,2.1
영월,10.9,
영월,10.9,
영월,11,0.3
영월,11,19.3
영월,11.2,
영월,11.6,0
영월,11.8,
영월,11.8,
영월,11.9,6
영월,12,
영월,12,12.5
영월,12.1,20
영월,12.3,
영월,12.6,
영월,12.6,
영월,12.6,
영월,12.8,
영월,12.8,4.4
영월,12.9,
영월,12.9,4.9
영월,12.9,50.5
영월,13,
영월,13,4.7
영월,13.1,
영월,13.1,15.9
영월,13.4,
영월,13.5,
영월,13.7,3
영월,13.9,2.8
영월,14.3,
영월,14.3,
영월,14.3,7.6
영월,14.6,0
영월,14.6,0
영월,14.6,3.1
영월,14.7,
영월,14.8,
영월,14.8,13.9
영월,15.2,12.3
영월,15.5,0.1
영월,15.6,0.5
영월,15.7,2.2
영월,15.9,
영월,16,
영월,16,
영월,16.1,4.5
영월,16.2,0
영월,16.3,1.7
영월,16.6,
영월,17,63.9
영월,17.3,
영월,17.3,24.8
영월,17.4,
영월,17.5,0.3
영월,17.5,3.2
영월,17.6,0
영월,17.7,15.1
영월,17.8,
영월,17.8,
영월,17.9,9.4
영월,18,
영월,18,
영월,18,9.7
영월,18.1,
영월,18.1,
영월,18.2,2.1
영월,18.4,
영월,18.4,18.2
영월,18.5,
영월,18.5,
영월,18.6,
영월,18.6,0.5
영월,18.7,
영월,18.7,
영월,18.8,
영월,18.9,0.7
영월,18.9,2.7
영월,19,72.9
영월,19.1,
영월,19.1,0
영월,19.3,
영월,19.3,
영월,19.3,53.2
영월,19.4,
영월,19.4,
영월,19.4,
영월,19.4,0
영월,19.4,11.2
영월,19.5,0
영월,19.6,0.5
영월,19.6,1.6
영월,19.6,2.9
영월,19.7,
영월,19.7,
영월,19.7,0
영월,19.7,13.5
영월,19.8,18.3
영월,19.9,0
영월,2.1,
영월,2.2,
영월,2.3,
영월,2.4,0.2
영월,2.4,0.8
영월,2.5,0
영월,2.6,0.1
영월,2.7,
영월,2.7,
영월,2.7,0.2
영월,2.7,20.1
영월,2.9,
영월,2.9,
영월,2.9,2.1
영월,20.1,12
영월,20.2,
영월,20.2,21.9
영월,20.3,
영월,20.4,
영월,20.4,
영월,20.4,0.2
영월,20.4,25.2
영월,20.7,1
영월,20.8,
영월,20.8,
영월,20.8,
영월,20.8,19.8
영월,20.9,13.8
영월,20.9,22.4
영월,21,0.8
영월,21.1,
영월,21.1,0
영월,21.1,13.3
영월,21.2,
영월,21.2,
영월,21.2,0.2
영월,21.2,2.9
영월,21.4,0.2
영월,21.4,2.8
영월,21.5,
영월,21.5,
영월,21.5,
영월,21.6,
영월,21.6,
영월,21.6,0.2
영월,21.6,25.1
영월,21.6,27.5
영월,21.7,
영월,21.8,
영월,21.8,
영월,21.9,19.2
영월,22,0
영월,22.1,
영월,22.1,0.1
영월,22.1,0.1
영월,22.2,
영월,22.2,
영월,22.2,0
영월,22.3,0.5
영월,22.3,3.2
영월,22.4,
영월,22.6,24.9
영월,22.7,1.6
영월,22.8,0
영월,22.8,2.8
영월,22.9,
영월,22.9,9.8
영월,23,1.4
영월,23.2,
영월,23.3,
영월,23.3,
영월,23.4,26
영월,23.5,
영월,23.5,0.6
영월,23.6,0
영월,23.6,0.6
영월,23.7,0
영월,23.8,
영월,23.8,
영월,23.8,21.5
영월,23.9,
영월,24.2,0
영월,24.4,
영월,24.5,14
영월,24.7,0
영월,24.9,14.1
영월,24.9,20.2
영월,25,0
영월,25.1,
영월,25.3,31.3
영월,25.6,0
영월,25.7,
영월,25.7,30.8
영월,26.2,
영월,26.3,
영월,26.3,3.1
영월,26.5,0
영월,26.6,
영월,26.6,
영월,26.8,
영월,26.9,
영월,26.9,
영월,26.9,0
영월,27,
영월,27.3,
영월,27.4,0
영월,27.5,
영월,27.5,
영월,27.5,0.7
영월,27.6,
영월,27.7,
영월,28,
영월,28,0
영월,3,
영월,3,0
영월,3.1,
영월,3.2,
영월,3.5,
영월,3.6,
영월,3.8,
영월,3.8,
영월,3.8,
영월,3.8,0.2
영월,4,
영월,4,1.5
영월,4.2,0
영월,4.3,
영월,4.3,6.2
영월,4.5,62.2
영월,4.6,
영월,4.6,0
영월,4.7,0
영월,4.8,
영월,4.9,
영월,4.9,4.1
영월,5.1,
영월,5.2,0
영월,5.3,
영월,5.6,
영월,5.7,0
영월,5.8,0
영월,5.9,
영월,5.9,
영월,6,
영월,6,
영월,6,0.3
영월,6.1,
영월,6.1,
영월,6.2,
영월,6.4,
영월,6.6,0
영월,6.7,
영월,6.7,
영월,6.8,0
영월,6.8,0.1
영월,6.9,
영월,6.9,
영월,7,
영월,7.5,
영월,7.7,
영월,7.7,
영월,7.8,
영월,7.8,0
영월,8,
영월,8.1,
영월,8.1,
영월,8.2,
영월,8.2,4.6
영월,8.4,
영월,8.4,0
영월,8.5,8.1
영월,8.6,
영월,8.6,
영월,8.6,10.1
영월,8.7,
영월,8.7,
영월,8.8,
영월,8.8,
영월,8.8,
영월,8.8,3.4
영월,9,
영월,9.1,
영월,9.1,
영월,9.1,0
영월,9.2,
영월,9.3,
영월,9.3,0.4
영월,9.5,
영월,9.5,
영월,9.6,
영월,9.6,
영월,9.7,
영월,9.8,
영월,9.8,
영월,9.8,2.1
영월,9.9,7.8
영주,-0.2,
영주,-0.4,0.7
영주,-0.5,2
영주,-0.6,
영주,-0.8,
영주,-0.9,
영주,-1.6,0.4
영주,-10.7,
영주,-10.8,
영주,-12.6,0.9
영주,-12.9,
영주,-2,
영주,-2,
