"지점명","평균기온","일강수량"
김해시,8.7,3.5
김해시,8.8,
김해시,8.8,1.2
김해시,9,
김해시,9,
김해시,9,
김해시,9.1,
김해시,9.1,
김해시,9.1,0
김해시,9.2,
김해시,9.2,
김해시,9.4,
김해시,9.4,
김해시,9.4,0
김해시,9.4,12.1
김해시,9.4,19.6
김해시,9.4,22
김해시,9.5,
김해시,9.5,0
김해시,9.6,
김해시,9.7,
김해시,9.9,
김해시,9.9,6
남원,,
남원,,
남원,-0.1,
남원,-0.2,
남원,-0.3,2.1
남원,-0.3,3
남원,-0.7,
남원,-1,
남원,-1,0
남원,-1,2.4
남원,-1.2,1
남원,-1.3,
남원,-1.3,
남원,-1.5,0.9
남원,-1.6,5.2
남원,-1.7,
남원,-1.7,
남원,-1.9,0.1
남원,-10.6,3.7
남원,-12,
남원,-13.9,0.1
남원,-2,
남원,-2.1,
남원,-2.1,0.2
남원,-3,
남원,-3.5,0
남원,-3.7,0.2
남원,-3.9,
남원,-3.9,0
남원,-4.2,0.1
남원,-4.4,0
남원,-4.5,
남원,-4.6,0.1
남원,-4.8,1.4
남원,-5.2,
남원,-5.3,0
남원,-6.2,0
남원,-6.4,3.8
남원,-8.1,
남원,-8.7,
남원,0,1.2
남원,0.2,0.7
남원,1,
남원,1.1,
남원,1.2,
남원,1.3,
남원,1.3,0
남원,1.6,
남원,1.7,
남원,1.8,2.2
남원,10.1,
남원,10.1,
남원,10.2,
남원,10.3,
남원,10.4,
남원,10.5,0.1
남원,10.6,
남원,10.6,27.9
남원,10.7,
남원,10.7,
남원,10.8,
남원,11,0.6
남원,11,2.9
남원,11.1,
남원,11.1,
남원,11.1,0
남원,11.2,0
남원,11.3,0
남원,11.4,
남원,11.5,
남원,11.5,
남원,11.5,1.5
남원,11.6,
남원,11.6,
남원,11.7,9.7
남원,12,
남원,12,26.7
남원,12.1,
남원,12.2,
남원,12.3,
남원,12.4,
남원,12.4,3.7
남원,12.5,
남원,12.6,27.1
남원,12.7,
남원,13,14.9
남원,13.1,
남원,13.2,
남원,13.4,
남원,13.5,
남원,13.6,0
남원,14,
남원,14.2,0.3
남원,14.4,
남원,14.4,
남원,14.6,
남원,14.7,0.2
남원,14.9,
남원,15,
남원,15.1,
남원,15.1,0.1
남원,15.1,17.3
남원,15.4,
남원,15.4,1
남원,15.5,0
남원,15.6,
남원,15.6,0.1
남원,15.9,15.4
남원,16.2,1.1
남원,16.3,
남원,16.3,5.6
남원,16.4,4.5
남원,16.5,16.2
남원,16.6,8.9
남원,17,
남원,17,
남원,17,7.1
남원,17.3,0
남원,17.9,
남원,17.9,
남원,18,19
남원,18.1,
남원,18.3,
남원,18.7,
남원,18.7,1.7
남원,18.8,
남원,19,
남원,19.1,
남원,19.3,0
남원,19.3,0.5
남원,19.3,12.4
남원,19.5,
남원,19.6,0.1
남원,19.7,
남원,19.7,
남원,19.7,
남원,2,
남원,2.1,
남원,2.3,
남원,2.3,
남원,2.4,
남원,2.5,
남원,2.6,0
남원,2.8,
남원,2.8,0.8
남원,20.2,
남원,20.5,
남원,20.7,0
남원,20.7,13.5
남원,20.8,0
남원,20.8,0.1
남원,20.8,2.2
남원,20.9,
남원,21,
남원,21,
남원,21,4
남원,21,4.2
남원,21.1,
남원,21.2,
남원,21.2,1.1
남원,21.2,1.3
남원,21.2,2
남원,21.3,16.3
남원,21.3,16.5
남원,21.3,19.4
남원,21.3,3.4
남원,21.4,
남원,21.5,0.3
남원,21.5,0.3
남원,21.6,
남원,21.6,0
남원,21.6,0
남원,21.6,0.8
남원,21.6,4.2
남원,21.7,
남원,21.7,2.9
남원,21.8,
남원,21.8,0.6
남원,21.8,26.9
남원,21.9,
남원,21.9,0.1
남원,22,
남원,22,0
남원,22,5.3
남원,22.1,
남원,22.1,
남원,22.2,
남원,22.2,
남원,22.2,0
남원,22.2,25.1
남원,22.2,65.2
남원,22.3,52
남원,22.4,
남원,22.4,
남원,22.5,22.3
남원,22.6,30.5
남원,22.7,
남원,22.7,
남원,22.7,
남원,22.7,0
남원,22.7,27.2
남원,22.9,
남원,22.9,
남원,23,
남원,23,0.6
남원,23,27.9
남원,23.1,
남원,23.1,
남원,23.2,0
남원,23.3,
남원,23.3,18.1
남원,23.4,
남원,23.4,36.3
남원,23.5,0.2
남원,23.5,9.9
남원,23.6,
남원,23.7,1
남원,23.8,
남원,23.9,
남원,23.9,
남원,23.9,0.1
남원,23.9,0.8
남원,23.9,73.6
남원,24.1,2.3
남원,24.2,8
남원,24.3,
남원,24.4,13.3
남원,24.4,18.6
남원,24.4,7.3
남원,24.6,16.8
남원,24.7,0
남원,24.7,53.9
남원,24.7,6.4
남원,24.8,
남원,24.8,0.1
남원,24.9,
남원,25,
남원,25,0.1
남원,25,1.2
남원,25,6.2
남원,25.2,
남원,25.2,0
남원,25.2,55.6
남원,25.3,0
남원,25.4,
남원,25.4,
남원,25.5,
남원,25.5,0
남원,25.6,0.8
남원,25.7,
남원,25.8,0.7
남원,26,0
남원,26.1,1.5
남원,26.3,0
남원,26.6,22
남원,26.7,
남원,26.8,
남원,26.8,0.4
남원,26.9,
남원,26.9,
남원,27.1,
남원,27.2,
남원,27.2,16.2
남원,27.3,
남원,27.3,0.5
남원,27.4,
남원,27.4,
남원,27.5,
남원,27.5,
남원,27.5,
남원,27.6,
남원,27.6,
남원,27.8,
남원,27.8,
남원,27.9,
남원,28.1,
남원,28.2,
남원,29.1,1.2
남원,3.3,
남원,3.3,10.3
남원,3.4,0.3
남원,3.5,
남원,3.6,
남원,3.6,
남원,3.7,
남원,3.7,1.7
남원,3.8,
남원,3.8,
남원,3.8,
남원,4,
남원,4,
남원,4.1,
남원,4.2,
남원,4.4,1.4
남원,4.5,0.6
남원,4.6,
남원,4.7,1
남원,4.8,
남원,4.9,
남원,4.9,4.7
남원,5.1,3.6
남원,5.3,12.1
남원,5.5,
남원,5.5,10.6
남원,5.6,
남원,5.6,
남원,5.6,
남원,5.6,
남원,5.6,0
남원,5.7,11
남원,5.8,
남원,6,21.4
남원,6.1,
남원,6.1,0
남원,6.1,2.8
남원,6.3,
남원,6.4,
남원,6.5,
남원,6.5,4.7
남원,6.7,0
남원,6.9,
남원,7.1,
남원,7.4,
남원,7.4,
남원,7.4,12.6
남원,7.5,
남원,7.5,
남원,7.6,
남원,7.6,
남원,7.7,
남원,7.7,
남원,7.8,
남원,7.9,
남원,7.9,3.8
남원,8,
남원,8.1,
남원,8.1,
남원,8.1,
남원,8.1,
남원,8.1,0.1
남원,8.2,
남원,8.3,
남원,8.3,0.9
남원,8.4,
남원,8.4,
남원,8.4,12.9
남원,8.6,
남원,8.7,
남원,9,
남원,9,
남원,9,0.1
남원,9.1,4
남원,9.2,
남원,9.2,
남원,9.3,0.2
남원,9.4,
남원,9.5,
남원,9.5,0
남원,9.5,10
남원,9.6,
남원,9.7,
남원,9.7,
남원,9.7,
남원,9.7,0
남원,9.8,0.9
남해,-0.1,
남해,-0.8,
남해,-0.8,0
남해,-0.9,
남해,-1.2,
남해,-1.4,
남해,-1.6,
남해,-1.7,
남해,-1.8,
남해,-2.9,
남해,-3,
남해,-3.5,
남해,-5.3,
남해,-5.7,0.2
남해,-7.2,
남해,0.1,
남해,0.4,
남해,0.7,
남해,0.7,
남해,0.7,
남해,1.1,
남해,1.2,
남해,1.3,
남해,1.3,
남해,1.4,0
남해,1.5,
남해,1.9,0.1
남해,10,0
남해,10.1,
남해,10.2,0
남해,10.3,
남해,10.4,
남해,10.5,
남해,10.6,
남해,10.7,
남해,10.7,
남해,10.7,
남해,10.7,
남해,10.8,
남해,10.9,
남해,10.9,
남해,10.9,
남해,10.9,0.3
남해,11,
남해,11,
남해,11,
남해,11.7,
남해,11.7,
남해,11.8,
남해,11.8,16.2
남해,11.9,
남해,11.9,
남해,12,
남해,12,0
남해,12,69.8
남해,12.1,
남해,12.4,
남해,12.4,
남해,12.4,31.3
남해,12.4,4.1
남해,12.5,
남해,12.5,
남해,12.5,
남해,12.6,57.8
남해,12.7,
남해,12.8,
남해,12.8,
남해,12.9,
남해,12.9,
남해,12.9,
남해,13.1,
남해,13.1,
남해,13.2,
남해,13.3,0
남해,13.4,
남해,13.4,
남해,13.4,80.6
남해,13.5,
남해,13.6,
남해,13.6,
남해,13.6,
남해,13.7,
남해,13.7,
남해,13.7,
남해,13.7,
남해,13.9,2
남해,14,
남해,14.1,
남해,14.2,
남해,14.2,
남해,14.3,
남해,14.4,
남해,14.4,
남해,14.6,
남해,14.7,
남해,14.7,
남해,14.7,6.6
남해,14.9,
남해,14.9,11.1
남해,15,
남해,15.2,
남해,15.3,
남해,15.3,1
남해,15.3,46.8
남해,15.4,
남해,15.6,
남해,15.7,
남해,16,
남해,16.1,
남해,16.1,31.4
남해,16.4,
남해,16.5,9
남해,16.9,
남해,17,
남해,17,70
남해,17.2,
남해,17.3,
남해,17.3,0.3
남해,17.3,4
남해,17.6,
남해,17.6,0
남해,17.7,3.3
남해,17.8,0
남해,17.9,
남해,18,
남해,18.1,
남해,18.2,
남해,18.5,
남해,18.7,
남해,18.9,
남해,18.9,0
남해,19.2,
남해,19.2,
남해,19.2,38
남해,19.4,
남해,19.4,
남해,19.6,
남해,19.6,10.3
남해,19.7,17.6
남해,2.2,
남해,2.4,
남해,2.5,
남해,2.6,0
남해,2.9,
남해,2.9,
남해,20,
남해,20.3,0
남해,20.4,
남해,20.6,
남해,20.6,
남해,20.6,
남해,20.6,0
남해,20.7,26.9
남해,20.8,
남해,20.8,10
남해,20.9,
남해,20.9,0.8
남해,20.9,29.9
남해,20.9,8.5
남해,21,2.4
남해,21,33.4
남해,21.1,
남해,21.1,1.1
남해,21.1,1.4
남해,21.1,3.8
남해,21.2,
남해,21.2,
남해,21.3,
남해,21.3,
남해,21.3,1.5
남해,21.3,31.8
남해,21.4,
남해,21.4,
남해,21.5,
남해,21.5,
남해,21.5,
남해,21.5,0
남해,21.5,0.9
남해,21.6,
남해,21.6,0
남해,21.6,56.6
남해,21.7,
남해,21.8,
남해,21.8,0
남해,21.8,9.3
남해,21.9,0
남해,21.9,0
남해,22,97.4
남해,22.2,
남해,22.2,
남해,22.2,0
남해,22.2,0.1
남해,22.2,9.5
남해,22.4,
남해,22.5,
남해,22.5,
남해,22.5,0
남해,22.5,7.1
남해,22.6,
남해,22.6,
남해,22.6,
남해,22.7,
남해,22.7,2.9
남해,22.9,
남해,22.9,0
남해,22.9,56.2
남해,23.1,
남해,23.1,
남해,23.2,
남해,23.2,
남해,23.3,
남해,23.3,
남해,23.3,
남해,23.3,
남해,23.3,6.9
남해,23.4,
남해,23.4,
남해,23.4,0.4
남해,23.4,77.5
남해,23.5,18.2
남해,23.6,
남해,23.7,
남해,23.8,0
남해,24,
남해,24,143.2
남해,24,185.7
남해,24,2.4
남해,24.1,269
남해,24.3,0.8
남해,24.4,
남해,24.5,
남해,24.5,
남해,24.6,34.4
남해,24.7,0
남해,24.9,
남해,24.9,0
남해,24.9,47.2
남해,25.1,1
남해,25.2,
남해,25.2,0.8
남해,25.3,7.4
남해,25.4,0
남해,25.5,0
남해,25.5,1.7
남해,25.6,18.8
남해,25.8,
남해,25.8,0
남해,25.9,
남해,25.9,1.1
남해,26,0
남해,26,0
남해,26,0
남해,26,25
남해,26.1,
남해,26.1,0.1
남해,26.1,4.7
남해,26.2,0.3
남해,26.2,1.3
남해,26.3,48.5
남해,26.4,0
남해,26.5,1.8
남해,26.6,
남해,26.6,0
남해,26.7,
남해,26.7,
남해,26.8,
남해,26.8,
남해,26.8,
남해,26.9,
남해,27,
남해,27.1,
남해,27.1,
남해,27.2,
남해,27.3,0
남해,27.4,
남해,27.5,
남해,27.5,
남해,27.5,0
남해,27.7,3.4
남해,28,
남해,28.1,
남해,28.3,4.5
남해,28.7,
남해,28.8,
남해,28.9,
남해,29.2,0
남해,3.2,
남해,3.3,
남해,3.4,0
남해,3.5,
남해,3.6,
남해,3.6,
남해,3.7,
남해,4.5,0
남해,4.6,
남해,4.6,0
남해,4.7,
남해,4.9,
남해,5.2,
남해,5.3,
남해,5.4,
남해,5.4,
남해,5.4,
남해,5.7,
남해,5.7,
남해,5.7,3
남해,5.8,
남해,5.9,12.3
남해,6,
남해,6,
남해,6,0
남해,6,2.6
남해,6,8.6
남해,6.2,0.5
남해,6.3,
남해,6.3,12.7
남해,6.4,
남해,6.5,
남해,6.6,
남해,6.7,
남해,7,
남해,7.1,2.4
남해,7.2,
남해,7.5,
남해,7.7,
남해,7.7,
남해,7.7,
남해,7.7,0.7
남해,7.9,
남해,7.9,
남해,7.9,
남해,8,
남해,8.3,
남해,8.3,
남해,8.3,
남해,8.3,0.2
남해,8.4,
남해,8.4,5.2
남해,8.5,
남해,8.5,
남해,8.6,
남해,8.7,0
남해,8.8,2.4
남해,8.9,
남해,9,
남해,9,0
남해,9.1,
남해,9.1,
남해,9.2,
남해,9.2,
남해,9.2,22.2
남해,9.2,44
남해,9.3,
남해,9.3,
남해,9.3,0.5
남해,9.4,
남해,9.4,
남해,9.4,
남해,9.5,
남해,9.5,18
남해,9.6,0
남해,9.7,28.1
남해,9.7,7.7
남해,9.8,
남해,9.9,0.9
대관령,-0.1,0
대관령,-0.2,
대관령,-0.2,2
대관령,-0.4,
대관령,-0.5,
대관령,-0.7,
대관령,-0.7,
대관령,-0.7,
대관령,-0.7,0
대관령,-0.8,
대관령,-0.9,
대관령,-0.9,0.2
대관령,-1,
대관령,-1,
대관령,-1,0
대관령,-1,6.2
대관령,-1.1,
대관령,-1.1,0
대관령,-1.2,52.8
대관령,-1.4,1.4
대관령,-1.5,
대관령,-1.6,
대관령,-1.7,
대관령,-1.7,0.7
대관령,-1.9,
대관령,-10.4,0
대관령,-10.5,
대관령,-10.7,0
대관령,-11.8,
대관령,-11.8,
대관령,-12,0
대관령,-12.3,
대관령,-13,
대관령,-13,0.5
대관령,-13.5,
대관령,-13.9,
대관령,-14.2,
대관령,-16.2,
대관령,-17.1,
대관령,-18.8,1.1
대관령,-19.7,
대관령,-2.1,
대관령,-2.2,
대관령,-2.4,0.1
대관령,-2.5,
대관령,-2.7,
대관령,-2.7,
대관령,-2.7,0
대관령,-2.8,
대관령,-2.9,
대관령,-2.9,0
대관령,-3.1,
대관령,-3.3,
대관령,-3.6,
대관령,-3.6,2.2
대관령,-3.7,
대관령,-3.9,
대관령,-3.9,0
대관령,-4.6,
대관령,-5,
대관령,-5.1,0
대관령,-5.2,
대관령,-5.4,
대관령,-5.6,
대관령,-5.6,
대관령,-6.4,
대관령,-6.5,0.6
대관령,-6.6,4.4
대관령,-6.7,
대관령,-6.7,
대관령,-6.9,
대관령,-7.1,0
대관령,-7.2,1.7
대관령,-7.6,2.6
대관령,-8.2,0
대관령,-8.6,
대관령,-8.7,0
대관령,-8.7,0
대관령,-8.9,1.2
대관령,-9.1,
대관령,-9.1,
대관령,-9.3,0.1
대관령,-9.5,
대관령,-9.6,
대관령,-9.7,
대관령,0.1,
대관령,0.3,0.4
대관령,0.7,
대관령,0.8,
대관령,1,
대관령,1,
대관령,1,14
대관령,1.2,
대관령,1.3,
대관령,1.4,
대관령,1.4,0.1
대관령,1.5,
대관령,1.6,
대관령,1.6,0.1
대관령,1.6,11.1
대관령,1.8,
대관령,1.9,
대관령,10,19.5
대관령,10,2.2
대관령,10.3,
대관령,10.5,2.1
대관령,10.6,
대관령,10.7,6.9
대관령,10.8,
대관령,10.8,
대관령,10.9,4.7
대관령,11,59.9
대관령,11.1,
대관령,11.4,2.4
대관령,11.5,
대관령,11.5,1.6
대관령,11.6,5.1
대관령,11.7,0
대관령,12.1,0.4
대관령,12.2,18.1
대관령,12.3,0
대관령,12.3,0
대관령,12.6,
대관령,12.7,
대관령,12.7,
대관령,12.7,
대관령,12.7,5
대관령,12.7,5.6
대관령,12.7,7.2
대관령,12.9,1.7
대관령,13.3,0.1
대관령,13.5,8.2
대관령,13.6,
대관령,13.6,
대관령,13.7,0.8
대관령,13.7,34.5
대관령,13.8,
대관령,14.1,
대관령,14.1,
대관령,14.3,6
대관령,14.4,0.5
대관령,14.4,1.9
대관령,14.4,3.9
대관령,14.5,0.3
대관령,14.6,1.1
대관령,14.6,6.8
대관령,14.7,
대관령,14.7,17.7
대관령,14.8,
대관령,14.8,2.4
대관령,14.8,9.9
대관령,15.1,
대관령,15.3,
대관령,15.3,34.5
대관령,15.4,
대관령,15.4,0.8
대관령,15.4,1.1
대관령,15.5,
대관령,15.5,
대관령,15.5,0
대관령,15.7,69
대관령,15.8,0
대관령,15.8,0.2
대관령,15.9,
대관령,15.9,
대관령,15.9,0.1
대관령,15.9,7
대관령,16,0.1
대관령,16,0.6
대관령,16,14.9
대관령,16.1,0.8
대관령,16.2,4.5
대관령,16.2,9.1
대관령,16.3,0.1
대관령,16.4,
대관령,16.4,22.5
대관령,16.4,46.3
대관령,16.6,4.1
대관령,16.7,
대관령,16.8,1.2
대관령,16.9,3.9
대관령,16.9,9.8
대관령,17,
대관령,17.1,0
대관령,17.1,0
대관령,17.1,0.4
대관령,17.2,0
대관령,17.3,
대관령,17.3,
대관령,17.3,
대관령,17.3,0
대관령,17.3,5.9
대관령,17.3,9.8
대관령,17.4,
대관령,17.4,1.6
대관령,17.4,34.9
대관령,17.5,
대관령,17.5,
대관령,17.6,
대관령,17.6,0.9
대관령,17.6,2
대관령,17.6,24.9
대관령,17.7,
대관령,17.7,
대관령,17.7,0
대관령,17.8,0.6
대관령,18,
대관령,18,3.4
대관령,18.2,0.6
대관령,18.3,2.3
대관령,18.4,
대관령,18.4,
대관령,18.4,0.1
대관령,18.5,3
대관령,18.6,
대관령,18.6,2.6
대관령,18.6,33.5
대관령,18.7,
대관령,18.7,
대관령,18.9,
대관령,18.9,37.2
대관령,19,
대관령,19,
대관령,19,10.8
대관령,19.1,
대관령,19.1,0
대관령,19.1,8.5
대관령,19.3,
대관령,19.3,0
대관령,19.5,
대관령,19.5,0
대관령,19.6,3.3
대관령,19.7,15
대관령,2,
대관령,2,0
대관령,2,0.1
대관령,2.1,
대관령,2.1,0
대관령,2.2,
대관령,2.2,10.5
대관령,2.3,
대관령,2.3,0
대관령,2.3,0
대관령,2.3,0
대관령,2.3,5.1
대관령,2.4,0
대관령,2.8,
대관령,2.9,
대관령,20.1,12.3
대관령,20.2,
대관령,20.2,
대관령,20.2,7
대관령,20.4,8.5
대관령,20.5,2
대관령,20.5,2.2
대관령,20.7,
대관령,20.8,0
대관령,20.8,0
대관령,21.3,1.6
대관령,21.5,
대관령,21.7,
대관령,21.7,
대관령,21.7,0
대관령,22,
대관령,22.1,
대관령,22.1,
대관령,22.1,14.6
대관령,22.3,
대관령,22.4,
대관령,22.4,0
대관령,22.5,0
대관령,22.6,2.7
대관령,22.7,
대관령,22.7,
대관령,22.7,0
대관령,22.8,
대관령,23,
대관령,23.1,
대관령,23.3,6
대관령,23.5,
대관령,23.6,13.2
대관령,23.8,
대관령,24.1,1.5
대관령,24.2,0
대관령,24.8,
대관령,3,
대관령,3,
대관령,3.1,
대관령,3.4,
대관령,3.4,0
대관령,3.5,
대관령,3.5,
대관령,3.5,
대관령,3.6,
대관령,3.8,0
대관령,3.8,0.5
대관령,3.9,0
대관령,4,
대관령,4.1,
대관령,4.2,
대관령,4.3,
대관령,4.3,
대관령,4.3,16.4
대관령,4.4,
대관령,4.5,0.5
대관령,4.6,
대관령,4.7,
대관령,4.7,
대관령,4.8,
대관령,4.9,
대관령,4.9,
대관령,5,
대관령,5,
대관령,5,0.2
대관령,5.1,0.1
대관령,5.2,
대관령,5.2,
대관령,5.2,
대관령,5.6,
대관령,5.6,
대관령,5.6,0.2
대관령,5.9,
대관령,5.9,
대관령,5.9,0
대관령,6,
대관령,6,14.3
대관령,6,18.9
대관령,6.1,
대관령,6.1,
대관령,6.1,0.3
대관령,6.3,14
대관령,6.3,41.6
대관령,6.4,
대관령,6.6,
대관령,6.8,
대관령,6.8,0.1
대관령,6.9,
대관령,7,0.7
대관령,7,4.8
대관령,7.1,
대관령,7.2,
대관령,7.3,
대관령,7.4,
대관령,7.5,9
대관령,7.6,
대관령,7.6,
대관령,7.6,0
대관령,7.6,1.5
대관령,7.6,2.7
대관령,7.8,
대관령,7.8,12.3
대관령,7.9,
대관령,8.2,
대관령,8.4,5.3
대관령,8.5,
대관령,8.9,
대관령,8.9,5.2
대관령,9,
대관령,9,
대관령,9.1,
대관령,9.2,
대관령,9.3,
대관령,9.4,10.7
대관령,9.5,8.1
대관령,9.7,0.7
대구,-0.1,0
대구,-0.3,
대구,-0.4,
대구,-0.8,
대구,-0.9,0
대구,-1,
대구,-1.1,
대구,-1.3,
대구,-1.5,
대구,-1.8,0
대구,-1.9,0
대구,-10.4,
대구,-2.1,
대구,-2.5,
대구,-2.6,
대구,-2.8,
대구,-3.4,
대구,-4,
대구,-4.2,
대구,-4.4,
대구,-4.4,0
대구,-4.7,
대구,-4.7,
대구,-4.8,
대구,-7.1,
대구,-8,
대구,-8.7,0.2
대구,0.4,
대구,0.5,
대구,0.5,
대구,0.9,
대구,1.1,0
대구,1.2,0
대구,1.2,0
대구,1.4,0
대구,1.5,
대구,1.6,
대구,1.7,
대구,10,
대구,10.4,
대구,10.5,
대구,10.5,
대구,10.5,
대구,10.6,
대구,10.6,
대구,10.7,
대구,10.7,
대구,10.9,26.8
대구,11,
대구,11.1,
대구,11.2,
대구,11.3,
대구,11.4,
대구,11.4,
대구,11.4,
대구,11.5,
대구,11.6,
대구,11.7,
대구,11.8,
대구,11.8,
대구,11.8,0
대구,11.8,7.4
대구,11.9,
대구,12,
대구,12.1,3.7
대구,12.2,
대구,12.3,
대구,12.4,
대구,12.5,
대구,12.5,
대구,12.6,
대구,12.7,18.4
대구,12.8,
대구,12.8,
대구,13,
대구,13,
대구,13.2,
대구,13.5,
대구,13.5,
대구,13.6,
대구,13.6,
대구,13.6,
대구,13.6,0.5
대구,13.7,
대구,13.7,
대구,13.8,1.8
대구,13.9,
대구,14.1,
대구,14.1,
대구,14.2,
대구,14.3,
대구,14.3,
대구,14.3,12.8
대구,14.4,
대구,14.4,11.4
대구,14.5,16.2
대구,14.6,
대구,14.6,
대구,14.7,
대구,14.9,
대구,15.1,
대구,15.1,0
대구,15.1,1.3
대구,15.3,
대구,15.8,
대구,15.8,0
대구,15.8,6
대구,15.9,10.6
대구,16.3,12.2
대구,16.5,
대구,16.6,
대구,16.7,
대구,16.7,13.8
대구,16.9,
대구,16.9,0.1
대구,17,8.9
대구,17.1,
대구,17.3,
대구,17.6,0
대구,17.7,0.1
대구,17.8,23.1
대구,18,
대구,18,0
대구,18.1,
대구,18.1,
대구,18.1,
대구,18.2,0.6
대구,18.3,0
대구,18.5,1.2
대구,18.7,17.5
대구,18.9,
대구,18.9,
대구,19,
대구,19.2,10.5
대구,19.6,
대구,19.7,
대구,19.9,
대구,19.9,8.7
대구,2.1,
대구,2.4,
대구,2.6,
대구,2.6,9.6
대구,20,0.1
대구,20.1,24.7
대구,20.2,
대구,20.4,
대구,20.4,
대구,20.4,
대구,20.4,0.2
대구,20.4,0.5
대구,20.5,
대구,20.5,3.8
대구,20.5,4.1
대구,20.6,
대구,20.6,1.2
대구,20.7,1.9
대구,20.7,3.5
대구,21,
대구,21.3,3.8
대구,21.4,3
대구,21.5,
대구,21.6,
대구,21.6,
대구,21.7,
대구,21.7,
대구,21.8,
대구,21.8,0.4
대구,21.8,1.2
대구,21.8,4.8
대구,21.9,40.7
대구,21.9,7.6
대구,22,
대구,22.1,
대구,22.1,5.5
대구,22.2,0
대구,22.2,0
대구,22.2,0
대구,22.3,
대구,22.3,0.7
대구,22.3,3
대구,22.4,
대구,22.4,
대구,22.4,11.3
대구,22.5,
대구,22.5,
대구,22.6,
대구,22.6,18.2
대구,22.7,
대구,22.7,22.1
대구,22.8,
대구,22.8,2
대구,22.9,9
대구,23,
대구,23.1,
대구,23.1,
대구,23.1,1.3
대구,23.1,26.3
대구,23.1,30.9
대구,23.3,
대구,23.3,13.6
대구,23.4,
대구,23.5,0
대구,23.5,0.8
대구,23.5,13.6
대구,23.5,14.7
대구,23.6,
대구,23.6,0.2
대구,23.6,7
대구,23.7,
대구,23.7,
대구,23.7,13.7
대구,23.8,
대구,23.8,
대구,23.8,16.8
대구,23.9,
대구,23.9,
대구,23.9,
대구,23.9,0.2
대구,24,
대구,24,
대구,24,
대구,24.1,
대구,24.1,
대구,24.2,0
대구,24.2,39.7
대구,24.3,
대구,24.3,
대구,24.3,1
대구,24.4,0
대구,24.4,15.2
대구,24.4,69
대구,24.6,1
대구,24.7,15.7
대구,24.9,14.9
대구,25,
대구,25.1,
대구,25.1,0.2
대구,25.2,0.2
대구,25.3,
대구,25.3,
대구,25.3,
대구,25.3,7.7
대구,25.4,
대구,25.4,0.1
대구,25.4,1.2
대구,25.6,
대구,25.6,2.6
대구,25.6,8.9
대구,25.7,0
대구,25.7,3.5
대구,25.9,
대구,26.1,
대구,26.1,0
대구,26.7,0
대구,26.7,0.3
대구,27.1,
대구,27.2,0.5
대구,27.3,5.4
대구,27.4,0.3
대구,27.4,6
대구,27.5,
대구,27.5,3.6
대구,27.7,0
대구,27.8,
대구,27.8,4.6
대구,28,
대구,28,
대구,28.1,
대구,28.1,
대구,28.1,26.2
대구,28.2,
대구,28.5,
대구,28.7,
대구,28.8,0
대구,29,0
대구,29.1,13.2
대구,29.5,0
대구,29.9,
대구,29.9,5.4
대구,3.3,
대구,3.5,
대구,3.6,
대구,3.7,
대구,3.7,
대구,3.9,
대구,30.1,
대구,30.2,
대구,30.6,
대구,30.8,
대구,4.1,
대구,4.2,
대구,4.2,
대구,4.3,
대구,4.3,
대구,4.4,
대구,4.4,
대구,4.5,
대구,4.5,1
대구,4.8,
대구,4.8,0
대구,5,3.1
대구,5.1,
대구,5.2,
대구,5.2,
대구,5.5,
대구,5.5,
대구,5.7,15.5
대구,5.8,
대구,5.8,
대구,5.9,
대구,5.9,
대구,5.9,0.9
대구,5.9,1.2
대구,6.1,
대구,6.1,10.3
대구,6.2,
대구,6.3,
대구,6.3,
대구,6.3,0.1
대구,6.5,
대구,6.6,
대구,6.6,
대구,6.6,
대구,6.7,
대구,7.1,9.5
대구,7.2,
대구,7.2,
대구,7.4,
대구,7.4,
대구,7.4,0.4
대구,7.4,1.1
대구,7.5,
대구,7.7,
대구,7.7,
대구,7.7,4.3
대구,7.8,
대구,7.9,
대구,7.9,
대구,8,
대구,8,0
대구,8.1,0.4
대구,8.2,0.3
대구,8.3,
대구,8.3,
대구,8.6,
대구,8.7,0
대구,8.8,
대구,8.8,
대구,8.9,
대구,8.9,35.5
대구,9,
대구,9,
대구,9,0
대구,9,19.5
대구,9.2,
대구,9.2,
대구,9.3,
대구,9.3,0.1
대구,9.6,
대구,9.6,
대구,9.7,
대구,9.7,19.3
대구,9.8,
대구,9.9,
대구,9.9,5.3
대전,-0.5,0
대전,-0.5,0.5
대전,-0.6,
대전,-1.1,
대전,-1.4,0.1
대전,-1.4,0.5
대전,-1.4,1.3
대전,-1.5,3.3
대전,-1.6,
대전,-1.6,1.6
대전,-1.7,
대전,-11.2,1.5
대전,-11.4,
대전,-13.5,
대전,-2,0
대전,-2.4,0
대전,-2.7,3.4
대전,-2.8,
대전,-2.8,0.1
대전,-3.3,0
대전,-3.5,0
대전,-3.8,0.1
대전,-4.1,
대전,-4.3,0.4
대전,-4.4,0
대전,-4.6,2.1
대전,-4.8,0
대전,-5,0
대전,-5.3,2.2
대전,-6,
대전,-6,0
대전,-6.1,0.1
대전,-7.1,0
대전,-8,
대전,-9.5,0
대전,0,
대전,0.2,0
대전,0.6,0.1
대전,0.9,0
대전,1.2,
대전,1.5,0.4
대전,1.8,
대전,1.8,0.2
대전,1.9,
대전,10,
대전,10,
대전,10.1,
대전,10.2,
