소득_경상소득
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
10000000
1000005
10006390
1000696
1000707
10007879
10009447
10010689
1001283
1001802
10018983
1001905
1002275
10034939
10044446
1004823
1004990
1006063
1006940
1007296
10076162
10076846
1008235
1008260
1008604
1008794
10090099
10092
1009327
1009520
10096303
1010000
1010055
10101894
1010367
10103938
1011205
10117005
1012137
1012382
1012575
1012843
1012869
10130816
10134097
1013469
1013646
1013859
10151621
10152544
1015365
10162717
10164278
10165882
1016981
1017723
1017841
1017997
10181770
1018456
1018720
10193922
1019485
102
10210699
1021330
1021672
1022037
1022488
1022523
1022886
10236468
1023823
1025831
10259023
1026216
1027480
1028525
1028821
1029082
10303338
10308987
1031204
1031782
10324977
1033260
1033441
10337778
1034301
1034373
10344031
10345858
1035003
10358987
1036454
10366670
10367603
10370253
10378117
1038052
1038123
10381871
1038457
10387993
10403544
1041527
1042081
1042213
1042383
10427802
10430580
1043177
1043330
1043534
10440296
1045600
1047361
10473737
1047426
1047804
1048212
10501717
10510930
1051565
1053509
1053734
1054494
1055098
1055321
1055463
1055493
10556133
10557551
1056418
1057047
10577016
1057752
1058013
1059039
10593716
10601181
1060425
1061174
1061409
1061465
1061540
1061808
10622741
1062319
1062399
1063378
1063567
1064206
1064423
1064642
1065627
1066154
1066779
1066967
10669869
10670906
1067358
1067496
1067622
10677847
1068003
1068424
1069142
1069969
10702092
10704243
1071373
107182
1072292
1073006
1073244
1073436
10737905
10744539
1074599
10752757
107554
1075585
10758071
1076215
1076480
1076657
1076752
1077200
10775572
10785145
10788823
10791894
1079581
1080000
1080767
1081000
1081999
10822225
10823261
1083278
1083441
10834539
1084032
1084167
10846442
1084856
1084989
10854936
10870409
1087055
1087229
1087468
10885814
10889750
1089431
1090102
10901680
1090321
1090718
1091178
1091353
1092850
10935666
1094316
1094465
1095110
1095370
1095506
10964506
10973555
10974206
1098213
1098563
10987701
1099338
1099570
1099771
1099957
1100000
1100000
1100000
1100532
1101869
11021698
1102300
1102835
1104652
1105797
1105810
1106542
1108262
1109398
1109500
1109873
11103704
1110636
1110829
1110981
1111563
11118700
1112466
1112859
1113123
1113349
1114010
1115865
1116263
1116920
1117119
1117195
1118614
1118891
1119000
1119399
11205224
1121029
11213259
11213453
1121585
11217153
1122000
1122585
1123368
1123409
11235634
1124861
1125757
1125837
11268707
11270656
1127472
11275906
1127591
1128099
1128975
11293028
1129498
1130265
1130473
1131715
11322728
1132332
11325928
11329715
1133581
1135635
1136381
1136673
1137301
1138844
1139984
1140213
1140405
1141175
1141198
11416713
1142765
11440052
11450430
1145103
1145348
1146231
1146452
11469297
1146930
1147356
1147943
1148199
1148715
1149260
11493685
1149616
11500000
1150535
1151104
1151317
11518463
1152604
1152760
11528951
1153068
1153116
1154215
1154710
1154849
1156374
1157087
1157663
1158538
1158859
1159426
1159579
11596288
1160300
11609735
1162856
1163132
1163438
11639814
1164547
11646455
1164741
1165135
1166111
1167024
1167687
1169254
1171351
1171933
11731624
1174157
1174479
1174799
11760079
11761515
1177006
1177044
11773676
1177445
1177616
1178475
11791235
11796674
1179675
1180335
1180456
1182331
1182615
1182738
11831687
1183257
1183359
1183721
1184309
11855703
1187487
11880020
11884156
1189534
11897982
11912740
1192080
1192538
1192737
1193057
1194859
1194972
1195795
11960508
1196823
1197005
1197362
1198048
1199388
1199575
1199780
1199932
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
12007835
1201280
12014217
1202600
1202856
12031915
1203447
1203831
1204104
12041065
1204606
1205639
1206254
1206280
1206340
12064296
1206750
1209531
12096393
1210914
1210921
1211758
1212563
12130254
1213836
1214764
1215740
1215816
1215913
1217464
1218193
1218301
1220000
1220522
1221373
12216306
1221761
1221875
12221696
1222272
1223748
1223791
1224697
1224792
12252667
12252848
1225858
1226397
1226575
12267916
1227340
1227653
1227992
1228036
1228706
12291390
1230366
1230985
1231878
123247
1232600
1232753
1233503
1234966
1236908
1237389
12393709
1239556
1239576
1239877
1239940
1241857
1243022
12433378
1244256
1244800
12450480
1245685
12458231
1246613
1246950
1247439
12486352
1249101
12494653
1249829
1249898
1250000
1250370
12511056
1251210
1251494
