행정구역(시군구)별,2022.06
서울특별시,9494807
부산광역시,3336737
대구광역시,2375306
인천광역시,2957066
광주광역시,1435378
대전광역시,1448401
울산광역시,1115609
세종특별자치시,380215
경기도,13585967
강원도,1539064
충청북도,1597118
충청남도,2120201
전라북도,1778279
전라남도,1826440
경상북도,2613963
경상남도,3295615
제주특별자치도,678012
